Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,ValidPostalCode,FullName
148487,Karine,Mindingall,Karine Mindingall,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Male,Master,Suburban,21514.0,Married,Aurora,2018-08-04,,11981.98,Standard,True,Karine Mindingall
581531,Tangela,Bursley,Tangela Bursley,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Male,Master,Rural,21514.0,Married,Aurora,2017-07-14,,11981.98,Standard,True,Tangela Bursley
585495,Janeth,Palazzi,Janeth Palazzi,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,Master,Suburban,21514.0,Married,Aurora,2017-05-19,2018-01-19,11981.98,Standard,True,Janeth Palazzi
685631,Irvin,Morel,Irvin Morel,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Male,Master,Rural,21514.0,Married,Aurora,2019-08-26,2020-04-26,11981.98,Standard,True,Irvin Morel
711285,Raymonde,Esteb,Raymonde Esteb,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,Male,Master,Urban,21514.0,Married,Aurora,2017-05-23,2019-12-14,11981.98,Standard,True,Raymonde Esteb
863223,Gabriella,Marchak,Gabriella Marchak,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Female,Master,Suburban,21514.0,Married,Aurora,2018-01-05,,11981.98,Standard,False,Gabriella Marchak
988552,Mack,Sojka,Mack Sojka,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,Female,Master,Suburban,21514.0,Married,Aurora,2017-06-23,2018-02-23,11981.98,Standard,True,Mack Sojka
519742,Jan,Giambra,Jan Giambra,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Female,Bachelor,Urban,42995.0,Married,Aurora,2019-11-21,,11982.42,Standard,True,Jan Giambra
526481,Mitzie,Placker,Mitzie Placker,Canada,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,Female,Bachelor,Urban,87560.0,Married,Aurora,2018-06-10,,11986.59,Standard,True,Mitzie Placker
517538,Camilla,Rongo,Camilla Rongo,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Male,College,Rural,0.0,Single,Aurora,2018-04-04,,12010.94,Standard,True,Camilla Rongo
707762,Sina,Igbal,Sina Igbal,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Male,High School or Below,Urban,25918.0,Married,Aurora,2021-06-28,,12022.39,Standard,True,Sina Igbal
261125,Valentine,Welborn,Valentine Welborn,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,Male,High School or Below,Urban,28879.0,Married,Aurora,2017-05-17,,12023.75,Standard,True,Valentine Welborn
108666,Cathey,Devries,Cathey Devries,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,Bachelor,Urban,44428.0,Single,Aurora,2018-10-17,,12036.62,Standard,True,Cathey Devries
560149,Yung,Hydzik,Yung Hydzik,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Male,Bachelor,Suburban,44428.0,Single,Aurora,2019-09-22,,12036.62,Standard,True,Yung Hydzik
624487,Daniel,Casburn,Daniel Casburn,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Male,Bachelor,Urban,44428.0,Single,Aurora,2016-07-05,,12036.62,Standard,True,Daniel Casburn
657980,Latarsha,Cozier,Latarsha Cozier,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Male,Bachelor,Rural,44428.0,Single,Aurora,2018-03-10,2018-08-12,12036.62,Standard,True,Latarsha Cozier
884875,Kelsey,Weigel,Kelsey Weigel,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Female,Bachelor,Urban,55805.0,Married,Aurora,2016-01-24,,12045.67,2021 Promotion,True,Kelsey Weigel
635026,Victor,Alleruzzo,Victor Alleruzzo,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,Female,Bachelor,Rural,43184.0,Divorced,Aurora,2019-05-29,2020-01-29,12052.89,Standard,True,Victor Alleruzzo
199603,Shayla,Tappis,Shayla Tappis,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Male,Bachelor,Urban,25419.0,Married,Aurora,2019-07-06,,12052.98,Standard,True,Shayla Tappis
444652,Laila,Dalley,Laila Dalley,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Male,College,Suburban,0.0,Single,Aurora,2020-08-17,,12067.46,Standard,True,Laila Dalley
698510,Tamika,Chesick,Tamika Chesick,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Female,Bachelor,Rural,37025.0,Married,Aurora,2018-02-12,,12148.94,Standard,True,Tamika Chesick
470450,Tarah,Schaen,Tarah Schaen,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Male,Bachelor,Suburban,57449.0,Single,Aurora,2016-01-31,2018-05-06,12157.33,Standard,True,Tarah Schaen
565602,Leopoldo,Rupley,Leopoldo Rupley,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Male,College,Suburban,0.0,Single,Aurora,2018-01-07,,12168.64,Standard,True,Leopoldo Rupley
891604,Chester,Lather,Chester Lather,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Female,College,Suburban,0.0,Single,Aurora,2019-02-03,,12168.64,Standard,True,Chester Lather
356828,Saran,Gioacchini,Saran Gioacchini,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Male,Master,Suburban,14973.0,Divorced,Aurora,2019-07-15,,12168.74,Standard,True,Saran Gioacchini
478890,Johana,Stuer,Johana Stuer,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Male,Master,Urban,14973.0,Divorced,Aurora,2017-06-04,,12168.74,2021 Promotion,True,Johana Stuer
930774,Margert,Manthe,Margert Manthe,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Female,Master,Suburban,14973.0,Divorced,Aurora,2021-01-06,,12168.74,Standard,True,Margert Manthe
789892,Dorene,Jordahl,Dorene Jordahl,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Male,Bachelor,Urban,52797.0,Married,Aurora,2018-01-06,,12174.59,Standard,True,Dorene Jordahl
856348,Rosemarie,Burciaga,Rosemarie Burciaga,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Female,Bachelor,Suburban,52797.0,Married,Aurora,2017-04-12,,12174.59,Standard,True,Rosemarie Burciaga
932623,Lasonya,Rentar,Lasonya Rentar,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Female,Bachelor,Suburban,88184.0,Married,Aurora,2017-11-06,,12174.59,Standard,True,Lasonya Rentar
436041,Leo,Dewberry,Leo Dewberry,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,Male,Bachelor,Rural,43244.0,Married,Aurora,2020-10-21,2021-06-21,12231.88,Standard,True,Leo Dewberry
372111,Williemae,Sanjuan,Williemae Sanjuan,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Male,College,Rural,0.0,Single,Aurora,2019-07-14,,12255.12,Standard,False,Williemae Sanjuan
278464,Corey,Thoren,Corey Thoren,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Female,College,Urban,0.0,Single,Aurora,2015-12-08,,12263.11,Standard,True,Corey Thoren
878518,Omer,Poniatowski,Omer Poniatowski,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,Bachelor,Suburban,35693.0,Divorced,Aurora,2021-09-25,2019-05-25,12265.6,Standard,True,Omer Poniatowski
872752,Venita,Satz,Venita Satz,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Male,Bachelor,Rural,52135.0,Single,Aurora,2021-05-01,,12275.34,Standard,True,Venita Satz
432941,Janel,Turns,Janel Turns,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Female,Bachelor,Suburban,88340.0,Married,Aurora,2017-11-14,2020-05-30,12280.77,Standard,True,Janel Turns
607997,Delana,Girven,Delana Girven,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Female,Bachelor,Suburban,88340.0,Married,Aurora,2020-04-16,,12280.77,Standard,True,Delana Girven
720131,Deandrea,Arceneaux,Deandrea Arceneaux,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Female,Bachelor,Rural,88340.0,Married,Aurora,2021-11-18,,12280.77,Standard,True,Deandrea Arceneaux
913153,Edith,Hams,Edith Hams,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,Bachelor,Rural,88340.0,Married,Aurora,2021-08-05,,12280.77,Standard,True,Edith Hams
263592,Candi,Klaja,Candi Klaja,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Male,Bachelor,Rural,55193.0,Married,Aurora,2019-08-17,,12296.5,Standard,False,Candi Klaja
472719,Kathe,Petriello,Kathe Petriello,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Male,Bachelor,Rural,74586.0,Married,Aurora,2018-10-05,,12300.01,Standard,True,Kathe Petriello
869276,Grisel,Kozusko,Grisel Kozusko,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,Bachelor,Rural,74586.0,Married,Aurora,2015-12-30,,12300.01,Standard,True,Grisel Kozusko
924630,Ivonne,Seemann,Ivonne Seemann,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Male,Bachelor,Suburban,43817.0,Married,Aurora,2018-05-06,,12302.76,Standard,True,Ivonne Seemann
786255,Stevie,Couser,Stevie Couser,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Female,College,Urban,0.0,Single,Aurora,2017-08-21,,12313.16,Standard,True,Stevie Couser
857771,Ranae,Genous,Ranae Genous,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Female,Bachelor,Rural,68420.0,Married,Aurora,2019-08-15,2020-04-15,12315.09,Standard,True,Ranae Genous
803177,Taina,Monteleone,Taina Monteleone,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Male,High School or Below,Rural,26887.0,Single,Aurora,2021-09-14,,12321.84,Standard,True,Taina Monteleone
717891,Elden,Samra,Elden Samra,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,College,Urban,0.0,Single,Aurora,2019-04-30,,12324.27,Standard,True,Elden Samra
946070,Bertie,Hargest,Bertie Hargest,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Male,Bachelor,Rural,67248.0,Divorced,Aurora,2017-05-05,,12349.7,Standard,True,Bertie Hargest
580554,Albert,Rubner,Albert Rubner,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Female,Bachelor,Suburban,54710.0,Married,Aurora,2019-12-19,,12350.06,Standard,True,Albert Rubner
891727,Halley,Torma,Halley Torma,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Male,College,Suburban,0.0,Single,Aurora,2019-05-31,,12357.12,Standard,True,Halley Torma
208517,Blanch,Lawhorne,Blanch Lawhorne,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Female,College,Suburban,0.0,Married,Aurora,2021-02-15,,12362.09,2021 Promotion,True,Blanch Lawhorne
354547,Laurence,Seale,Laurence Seale,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Male,College,Suburban,0.0,Married,Aurora,2015-08-08,,12362.09,Standard,True,Laurence Seale
941683,Sharice,Gionet,Sharice Gionet,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Female,Bachelor,Urban,40602.0,Single,Aurora,2017-03-19,,12383.53,Standard,True,Sharice Gionet
412429,Carter,Cmiel,Carter Cmiel,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Male,High School or Below,Rural,15818.0,Married,Aurora,2018-08-24,,12427.39,Standard,True,Carter Cmiel
912252,Creola,Mostero,Creola Mostero,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Male,Bachelor,Suburban,33604.0,Married,Aurora,2016-07-08,,12465.92,Standard,True,Creola Mostero
343884,Andrew,Kate,Andrew Kate,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Female,College,Rural,0.0,Single,Aurora,2021-10-27,,12515.18,Standard,True,Andrew Kate
628475,Zoe,Latin,Zoe Latin,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Male,College,Suburban,0.0,Single,Aurora,2018-11-03,,12515.18,Standard,True,Zoe Latin
201273,Pearlie,Dark,Pearlie Dark,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Female,High School or Below,Suburban,12607.0,Married,Aurora,2021-04-13,,12516.92,2021 Promotion,True,Pearlie Dark
733728,Sherryl,Stupp,Sherryl Stupp,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Female,Bachelor,Rural,34179.0,Married,Aurora,2021-06-25,,12519.8,Standard,True,Sherryl Stupp
733096,Breanna,Bradrick,Breanna Bradrick,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Female,Bachelor,Suburban,39007.0,Married,Aurora,2015-08-28,,12521.42,Standard,True,Breanna Bradrick
776453,Shenika,Christison,Shenika Christison,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Female,Bachelor,Rural,32857.0,Divorced,Aurora,2017-11-19,,12547.43,Standard,True,Shenika Christison
761613,Thaddeus,Aas,Thaddeus Aas,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Male,Doctor,Urban,10147.0,Married,Aurora,2017-12-29,,12552.65,Standard,True,Thaddeus Aas
932244,Shawana,Samu,Shawana Samu,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,Male,Bachelor,Urban,83013.0,Married,Aurora,2021-08-02,2019-04-02,12584.01,Standard,True,Shawana Samu
630711,Hector,Antaya,Hector Antaya,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Female,Bachelor,Suburban,62575.0,Married,Aurora,2017-05-05,,12590.94,Standard,True,Hector Antaya
589101,Temple,Belfast,Temple Belfast,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Male,Bachelor,Suburban,61844.0,Divorced,Aurora,2015-11-19,,12622.83,Standard,True,Temple Belfast
782804,Floria,Holtham,Floria Holtham,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Male,High School or Below,Rural,12439.0,Divorced,Aurora,2021-11-19,,12624.96,Standard,True,Floria Holtham
980338,Leanora,Lifsey,Leanora Lifsey,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,Male,Bachelor,Rural,26149.0,Married,Aurora,2019-06-07,,12655.53,Standard,True,Leanora Lifsey
828731,Song,Maglori,Song Maglori,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Male,Bachelor,Suburban,27739.0,Married,Aurora,2016-07-01,,12663.6,Standard,True,Song Maglori
456367,Michel,Sovich,Michel Sovich,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Male,Bachelor,Suburban,72109.0,Married,Aurora,2017-04-10,,12663.99,Standard,True,Michel Sovich
242304,Pat,Capitani,Pat Capitani,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Male,Bachelor,Urban,75203.0,Single,Aurora,2016-05-29,,12682.25,Standard,True,Pat Capitani
929913,Shelli,Brosi,Shelli Brosi,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Female,Bachelor,Suburban,63918.0,Single,Aurora,2019-11-10,,12687.15,Standard,True,Shelli Brosi
709238,Johana,Wlodarczyk,Johana Wlodarczyk,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,College,Rural,0.0,Single,Aurora,2017-01-17,,12689.43,Standard,True,Johana Wlodarczyk
606214,Dinorah,Bentler,Dinorah Bentler,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Female,Bachelor,Suburban,34665.0,Married,Aurora,2016-06-14,,12723.15,Standard,True,Dinorah Bentler
295327,Shenika,Fillingim,Shenika Fillingim,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Male,Bachelor,Suburban,40870.0,Married,Aurora,2015-10-05,,12731.95,Standard,True,Shenika Fillingim
419748,Angelena,Mihalkovic,Angelena Mihalkovic,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,Bachelor,Urban,40870.0,Married,Aurora,2015-12-06,,12731.95,Standard,True,Angelena Mihalkovic
540380,Toney,Astolfi,Toney Astolfi,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,Bachelor,Suburban,40870.0,Married,Aurora,2021-06-10,,12731.95,Standard,True,Toney Astolfi
851981,Fredric,Klickman,Fredric Klickman,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Female,Bachelor,Rural,40870.0,Married,Aurora,2017-06-21,,12731.95,Standard,False,Fredric Klickman
948693,Tanesha,Brittle,Tanesha Brittle,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Male,Bachelor,Rural,40870.0,Married,Aurora,2019-01-13,,12731.95,Standard,True,Tanesha Brittle
247391,Marisha,Laroux,Marisha Laroux,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Female,Bachelor,Suburban,25023.0,Single,Aurora,2020-12-31,2021-08-31,12734.21,Standard,True,Marisha Laroux
937228,Stefanie,Belich,Stefanie Belich,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,Bachelor,Rural,25023.0,Single,Aurora,2016-08-21,,12734.21,Standard,True,Stefanie Belich
667634,Lianne,Kulick,Lianne Kulick,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Male,Bachelor,Suburban,73054.0,Married,Aurora,2018-06-06,,12741.85,Standard,True,Lianne Kulick
840059,Elinore,Rifenbery,Elinore Rifenbery,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Male,Bachelor,Rural,73054.0,Married,Aurora,2019-02-13,,12741.85,Standard,True,Elinore Rifenbery
884522,Jenette,Lanze,Jenette Lanze,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Female,Bachelor,Suburban,73054.0,Married,Aurora,2016-08-22,,12741.85,Standard,True,Jenette Lanze
102376,Florrie,Bartling,Florrie Bartling,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Male,College,Rural,0.0,Single,Aurora,2021-03-19,,12765.78,2021 Promotion,True,Florrie Bartling
259110,Joslyn,Angrisano,Joslyn Angrisano,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Female,College,Suburban,0.0,Single,Aurora,2017-10-19,,12767.23,Standard,True,Joslyn Angrisano
470671,Thomasine,Valdes,Thomasine Valdes,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Male,College,Rural,0.0,Single,Aurora,2019-02-15,,12779.9,Standard,True,Thomasine Valdes
189775,Tillie,Sylvis,Tillie Sylvis,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Male,College,Suburban,0.0,Single,Aurora,2017-11-07,,12786.67,Standard,True,Tillie Sylvis
646189,Buddy,Harrington,Buddy Harrington,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,College,Rural,0.0,Married,Aurora,2018-03-31,,12807.09,Standard,True,Buddy Harrington
253466,Chance,Payette,Chance Payette,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Male,College,Urban,0.0,Married,Aurora,2020-11-30,,12836.01,Standard,True,Chance Payette
283807,Marni,Schab,Marni Schab,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Female,Bachelor,Urban,93210.0,Married,Aurora,2015-08-06,,12846.45,Standard,False,Marni Schab
312630,Quintin,Lameda,Quintin Lameda,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Male,College,Rural,0.0,Single,Aurora,2019-03-22,,12866.89,Standard,True,Quintin Lameda
918017,Brendon,Cartegena,Brendon Cartegena,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,Master,Suburban,26121.0,Single,Aurora,2021-01-22,2021-09-22,12875.6,Standard,True,Brendon Cartegena
766012,Dani,Sutcliff,Dani Sutcliff,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Male,College,Urban,0.0,Married,Aurora,2017-07-14,2018-03-14,12877.78,Standard,True,Dani Sutcliff
663098,Earline,Walczak,Earline Walczak,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Male,Bachelor,Rural,34148.0,Married,Aurora,2021-10-26,,12883.81,Standard,True,Earline Walczak
939856,Raul,Gallacher,Raul Gallacher,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Female,Bachelor,Suburban,37449.0,Married,Aurora,2020-09-22,,12898.59,Standard,True,Raul Gallacher
515826,Jazmine,Thomlinson,Jazmine Thomlinson,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Female,Bachelor,Suburban,98478.0,Married,Aurora,2017-07-24,,12902.09,Standard,True,Jazmine Thomlinson
475535,Eric,Mcchriston,Eric Mcchriston,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,Bachelor,Rural,27778.0,Divorced,Aurora,2021-02-07,,12904.94,2021 Promotion,True,Eric Mcchriston
725120,Tuan,Montore,Tuan Montore,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Male,Bachelor,Suburban,27778.0,Divorced,Aurora,2018-11-21,,12904.94,Standard,True,Tuan Montore
151036,Latesha,Farrand,Latesha Farrand,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Female,Bachelor,Rural,58236.0,Married,Aurora,2021-01-25,,12919.42,Standard,True,Latesha Farrand
845820,Kam,Tempest,Kam Tempest,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Female,Bachelor,Rural,77060.0,Married,Aurora,2018-06-24,2020-05-12,12941.73,Standard,True,Kam Tempest
887511,Emil,Deleston,Emil Deleston,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Male,Bachelor,Rural,52369.0,Married,Aurora,2019-11-26,2021-09-26,12941.89,Standard,True,Emil Deleston
254230,Toby,Gotcher,Toby Gotcher,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Male,Bachelor,Urban,30763.0,Single,Aurora,2016-02-16,,12948.4,Standard,True,Toby Gotcher
439361,Bonnie,Morguson,Bonnie Morguson,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Male,College,Suburban,0.0,Single,Aurora,2019-08-02,,12989.82,Standard,True,Bonnie Morguson
362471,Regena,Manoni,Regena Manoni,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Female,Bachelor,Urban,57591.0,Divorced,Aurora,2017-04-05,,13009.24,Standard,True,Regena Manoni
928644,Traci,Hach,Traci Hach,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Male,Bachelor,Suburban,64985.0,Married,Aurora,2020-09-19,,13023.93,Standard,True,Traci Hach
185830,Teddy,Ulmen,Teddy Ulmen,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Female,College,Suburban,0.0,Single,Aurora,2016-11-24,,13024.13,Standard,True,Teddy Ulmen
187318,Kendra,Mcclaren,Kendra Mcclaren,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,Female,College,Suburban,0.0,Single,Aurora,2015-05-08,,13024.13,Standard,True,Kendra Mcclaren
389928,Elizbeth,Thein,Elizbeth Thein,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Male,College,Urban,0.0,Single,Aurora,2017-05-13,2021-11-06,13024.13,Standard,True,Elizbeth Thein
444366,Edwin,Wattigny,Edwin Wattigny,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Female,College,Urban,0.0,Single,Aurora,2019-08-02,,13024.13,Standard,True,Edwin Wattigny
939098,Sherrill,Flores,Sherrill Flores,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Male,College,Rural,0.0,Single,Aurora,2015-08-25,,13024.13,2021 Promotion,True,Sherrill Flores
418793,Zachery,Glad,Zachery Glad,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Female,Bachelor,Suburban,26312.0,Married,Aurora,2015-09-26,,13024.22,Standard,True,Zachery Glad
445496,Anissa,Galarneau,Anissa Galarneau,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Male,Bachelor,Urban,71024.0,Married,Aurora,2019-07-15,,13046.65,Standard,True,Anissa Galarneau
773865,Lettie,Ricketts,Lettie Ricketts,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,Female,College,Suburban,0.0,Single,Aurora,2019-12-26,,13057.01,Standard,True,Lettie Ricketts
329735,Maria,Friedrick,Maria Friedrick,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Female,Bachelor,Urban,48804.0,Married,Aurora,2016-04-19,,13057.17,Standard,True,Maria Friedrick
151327,Gilma,Brugler,Gilma Brugler,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Male,College,Urban,0.0,Single,Aurora,2018-02-16,,13061.52,Standard,True,Gilma Brugler
347231,Britt,Rothenbach,Britt Rothenbach,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Female,College,Suburban,0.0,Divorced,Aurora,2019-03-08,,13080.79,Standard,True,Britt Rothenbach
835973,Alessandra,Scholle,Alessandra Scholle,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,College,Suburban,0.0,Divorced,Aurora,2015-05-30,,13080.79,Standard,True,Alessandra Scholle
372663,Denisse,Yellock,Denisse Yellock,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Male,Bachelor,Suburban,89948.0,Divorced,Aurora,2021-07-12,,13081.31,Standard,True,Denisse Yellock
672904,Minda,Gallus,Minda Gallus,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,Bachelor,Rural,73060.0,Married,Aurora,2019-07-16,,13083.49,Standard,True,Minda Gallus
841373,Melisa,Sefton,Melisa Sefton,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Male,Bachelor,Urban,73060.0,Married,Aurora,2017-12-16,,13083.49,Standard,True,Melisa Sefton
579931,Min,Beckmann,Min Beckmann,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,Bachelor,Urban,88249.0,Single,Aurora,2019-03-07,,13094.61,2021 Promotion,True,Min Beckmann
157704,Georgiana,Sobczak,Georgiana Sobczak,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Female,Bachelor,Rural,30130.0,Married,Aurora,2017-11-16,,13104.3,Standard,True,Georgiana Sobczak
319052,Margarita,Tasker,Margarita Tasker,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Female,Bachelor,Urban,30130.0,Married,Aurora,2019-06-02,,13104.3,Standard,True,Margarita Tasker
229265,Cayla,Alo,Cayla Alo,Canada,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Female,Bachelor,Urban,49088.0,Divorced,Aurora,2015-12-01,,13107.93,Standard,True,Cayla Alo
741244,Lana,Blakeley,Lana Blakeley,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Female,Bachelor,Suburban,73597.0,Married,Aurora,2021-08-19,,13110.55,Standard,True,Lana Blakeley
